acc_x,acc_y,acc_z,ecg,emg,eda,temp,resp,label
-0.3961167163466136,1.2621358425819822,-0.5858567976120962,0.3723121780392755,-0.39145864845855444,0.3203251888813483,1.1751958209135225,-0.3336299109403079,0
-0.3759286424671063,1.2198407771480486,-0.5858567976120962,0.38189509730157445,-0.40176748725034644,0.34413973815299215,0.12127334924813661,-0.36459971131801355,0
-0.3935928310858616,1.2127926499672583,-0.580626027754409,0.3675207184081261,-0.40137099345066213,0.3471584838353132,0.8112853710559677,-0.3527368979307612,0
-0.3847607367764839,1.1916451172502915,-0.5694173306449379,0.3784726261364677,-0.4077148942456111,0.33977932772297287,0.8774509073937049,-0.35547741863250126,0
-0.3683584907881046,1.1810718760875742,-0.5858567976120962,0.17380885046308378,-0.41088684464308556,0.3344126687321799,-0.9751841100629375,-0.35093543677017686,0
-0.35826445384835093,1.2198407771480486,-0.5739009431085286,0.3449324087184215,-0.3962165740547661,0.34413973815299215,-1.0177190977086257,-0.3472941854881446,0
-0.37340550925798144,1.2374642462746201,-0.5918349475635504,0.37778813190344634,-0.4247641276320363,0.3478293162091623,-0.9279230126788395,-0.3463742904274207,0
-0.37088162399722946,1.2198407771480486,-0.5903404100756868,0.36957420110719014,-0.42714309043014215,0.3485001485830114,-0.6349042088974317,-0.3381718928026323,0
-0.37845252772785826,1.2127926499672583,-0.5903404100756868,0.363413753009998,-0.4164377578386658,0.3531959751999553,-0.6916175257583493,-0.3399925184436484,0
-0.3645734149486038,1.1916451172502915,-0.5694173306449379,0.34219443178633613,-0.4200062020358246,0.3531959751999553,-0.5687386725596945,-0.36185919061627353,0
-0.3683584907881046,1.1528751657982852,-0.5694173306449379,0.3558843164467631,-0.4184202268370874,0.35017722951763425,-0.6443564283742513,-0.35457668805220904,0
-0.3696204334184806,1.177546762105647,-0.5828679453360395,0.338087466388208,-0.4180237330374031,0.33709599822757635,0.20634332453951304,-0.3573172087539491,0
-0.36078833910910296,1.1528751657982852,-0.5933294850514139,0.3435634202523788,-0.419213214436456,0.35520847232150266,0.5797059938738874,-0.35457668805220904,0
-0.3633114723182278,1.1810718760875742,-0.5933294850514139,0.29427983547484154,-0.4215921772345618,0.3756688597239009,0.21579554401633264,-0.31904574133174723,0
-0.37088162399722946,1.1493511022078902,-0.5821207879419429,0.324397581727781,-0.42714309043014215,0.40216673849094126,1.0759475164069165,-0.35093543677017686,0
-0.3645734149486038,1.1704975845333248,-0.5709118681328015,0.338087466388208,-0.42753958422982646,0.4363791895572465,-0.45058592909944944,-0.36001940049482567,0
-0.3645734149486038,1.1634484069610025,-0.5813734078481759,0.3182371336305888,-0.42714309043014215,0.4850145366613079,0.10236891029449739,-0.332710015879584,0
-0.37088162399722946,1.2127926499672583,-0.5739009431085286,0.3326115125240372,-0.4263501028307735,0.537674878008464,-0.05831882081143587,-0.351836167350469,0
-0.36204952968785176,1.1810718760875742,-0.5828679453360395,0.23746681413406942,-0.4263501028307735,0.5812789823086569,-0.483668697268318,-0.36185919061627353,0
-0.35826445384835093,1.1528751657982852,-0.580626027754409,0.3120766855333967,-0.42397114003266767,0.6258893351696236,0.6884065178573129,-0.332710015879584,0
-0.35826445384835093,1.1000068592016343,-0.5768900180842557,0.30933870860131124,-0.39145864845855444,0.6617788671705517,0.48518379910569137,-0.34545439536669675,0
-0.37466745188835743,1.1528751657982852,-0.5679227931570744,0.29222635277577746,-0.40137099345066213,0.7161162894523306,-0.9751841100629375,-0.36732106753932187,0
-0.37088162399722946,1.1246784555089961,-0.5724061829209947,0.29838680087296965,-0.41604126403898156,0.772466208855657,0.660049859426854,-0.34545439536669675,0
-0.37088162399722946,1.1211543919186011,-0.5798788703603124,0.30523174320318314,-0.4196097082361403,0.7982932552488482,0.13072556872495622,-0.3563781492127934,0
-0.3683584907881046,1.1141052143462788,-0.5828679453360395,0.3120766855333967,-0.42397114003266767,0.802989081865792,1.1799219306519322,-0.351836167350469,0
-0.3532174353784741,1.1352527470632456,-0.5679227931570744,0.2888038816106707,-0.4251606214317206,0.8140578160343026,-0.1244843571491731,-0.36822179811961403,0
-0.36078833910910296,1.1141052143462788,-0.5619446432056202,0.2846969162125426,-0.42238516483393046,0.8164057293427744,-0.1433887961028123,-0.3527368979307612,0
-0.37340550925798144,1.1845959396779693,-0.5731535630147616,0.2977023066399483,-0.42555711523140494,0.8375369491190219,-1.4288906449502785,-0.3563781492127934,0
-0.38349954619773513,1.2127926499672583,-0.5664282556692108,0.2812744450474359,-0.4283325718291951,0.8771160591761201,-0.20010211296372993,-0.3655004418983057,0
-0.3809756609369831,1.2198407771480486,-0.5828679453360395,0.28195893928045723,-0.4279360780295108,0.8965701980177445,0.7971070418407383,-0.332710015879584,0
-0.37088162399722946,1.205743472394936,-0.5880987151937267,0.2641620892219021,-0.42674659663045783,0.8865077124100078,-0.483668697268318,-0.3527368979307612,0
-0.34060026522959563,1.1634484069610025,-0.6037910247667884,0.2682690546200302,-0.42397114003266767,0.8388786138667201,-0.25681542982464756,-0.36001940049482567,0
-0.3645734149486038,1.1352527470632456,-0.5798788703603124,0.2785364681153505,-0.3823392910658154,0.792255763884206,-0.6632608673278905,-0.3463742904274207,0
-0.37466745188835743,1.1563992293886802,-0.580626027754409,0.26279310075585943,-0.3930446236572917,0.7597203937525236,-0.5970953309901533,-0.3573172087539491,0
-0.3633114723182278,1.1986942948226138,-0.5813734078481759,0.26279310075585943,-0.40057800585129355,0.7362412606678044,0.6505976399500344,-0.35457668805220904,0
-0.3633114723182278,1.177546762105647,-0.5888458725878233,0.2559481584256459,-0.4025604748497151,0.7147746247046324,0.7829287126255089,-0.3418131440846645,0
-0.3683584907881046,1.1634484069610025,-0.5716590255268981,0.25457916995960317,-0.4100938570437169,0.6741892660867604,-0.412777051192171,-0.35457668805220904,0
-0.36078833910910296,1.1246784555089961,-0.5768900180842557,0.25800164112470997,-0.41881672063677167,0.6268955837303973,0.159082227155415,-0.3563781492127934,0
-0.35700326326960213,1.1916451172502915,-0.6022964872789248,0.23746681413406942,-0.41564477023929725,0.575912323317864,-0.03468827211938686,-0.36185919061627353,0
-0.3595263964787269,1.1986942948226138,-0.5753952578967217,0.24088928529917616,-0.4251606214317206,0.5403582075038605,1.0097819800691794,-0.31540449004971505,0
-0.3380771320204708,1.1634484069610025,-0.5656810982751143,0.23335984873594132,-0.4247641276320363,0.5188915715406885,-0.03468827211938686,-0.35093543677017686,0
-0.3544793780088501,1.1563992293886802,-0.5679227931570744,0.2449962506973043,-0.42674659663045783,0.4779707967358921,0.3481266166918071,-0.3655004418983057,0
-0.35826445384835093,1.1563992293886802,-0.5739009431085286,0.23404434296896268,-0.42595360903108925,0.42832920107105704,-1.126419621692051,-0.349095646648729,0
-0.3557413206392261,1.142301924635568,-0.5753952578967217,0.23199086026989862,-0.4283325718291951,0.3968000795001483,0.15435611741700522,-0.3563781492127934,0
-0.35826445384835093,1.1282035694909234,-0.5821207879419429,0.22309243524062106,-0.42555711523140494,0.3686251197984851,-0.001605503950518245,-0.3563781492127934,0
-0.35826445384835093,1.1246784555089961,-0.5724061829209947,0.23609782566802673,-0.4263501028307735,0.31529394607747985,-0.6443564283742513,-0.36732106753932187,0
-0.3645734149486038,1.1669735209429297,-0.5679227931570744,0.21898546984249295,-0.4251606214317206,0.2317753155332641,0.2677827511388405,-0.35547741863250126,0
-0.37340550925798144,1.1951691808406866,-0.5791317129662158,0.22172344677457836,-0.3375354917014886,0.1717358180737676,-0.16229323505645152,-0.3582179393342413,0
-0.3683584907881046,1.174022698515252,-0.5866041777058632,0.22719940063874916,-0.3823392910658154,0.16670457526989918,-1.4099862059966393,-0.35547741863250126,0
-0.3658353575789798,1.1810718760875742,-0.560450328417427,0.20392659671602323,-0.3843217600642369,0.19018370835461845,-0.6254519894206121,-0.3573172087539491,0
-0.38349954619773513,1.1845959396779693,-0.5709118681328015,0.2196699640755143,-0.3890796856604486,0.21567533856088517,0.22524776349315226,-0.3636798162572896,0
-0.3633114723182278,1.1845959396779693,-0.5641863380875803,0.20050412555091648,-0.39066566085918586,0.22305449467322547,-0.37496817328489257,-0.36001940049482567,0
